GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC01_VC60,2014 Estimate; RACE - One race - Asian - Japanese
HC02_VC60,2013 Estimate; RACE - One race - Asian - Japanese
HC03_VC60,2014 - 2013 Statistical Significance; RACE - One race - Asian - Japanese
HC04_VC60,2012 Estimate; RACE - One race - Asian - Japanese
HC05_VC60,2014 - 2012 Statistical Significance; RACE - One race - Asian - Japanese
HC06_VC60,2011 Estimate; RACE - One race - Asian - Japanese
HC07_VC60,2014 - 2011 Statistical Significance; RACE - One race - Asian - Japanese
HC08_VC60,2010 Estimate; RACE - One race - Asian - Japanese
HC09_VC60,2014 - 2010 Statistical Significance; RACE - One race - Asian - Japanese
HC01_VC61,2014 Estimate; RACE - One race - Asian - Korean
HC02_VC61,2013 Estimate; RACE - One race - Asian - Korean
HC03_VC61,2014 - 2013 Statistical Significance; RACE - One race - Asian - Korean
HC04_VC61,2012 Estimate; RACE - One race - Asian - Korean
HC05_VC61,2014 - 2012 Statistical Significance; RACE - One race - Asian - Korean
HC06_VC61,2011 Estimate; RACE - One race - Asian - Korean
HC07_VC61,2014 - 2011 Statistical Significance; RACE - One race - Asian - Korean
HC08_VC61,2010 Estimate; RACE - One race - Asian - Korean
HC09_VC61,2014 - 2010 Statistical Significance; RACE - One race - Asian - Korean
HC01_VC62,2014 Estimate; RACE - One race - Asian - Vietnamese
HC02_VC62,2013 Estimate; RACE - One race - Asian - Vietnamese
HC03_VC62,2014 - 2013 Statistical Significance; RACE - One race - Asian - Vietnamese
HC04_VC62,2012 Estimate; RACE - One race - Asian - Vietnamese
HC05_VC62,2014 - 2012 Statistical Significance; RACE - One race - Asian - Vietnamese
HC06_VC62,2011 Estimate; RACE - One race - Asian - Vietnamese
HC07_VC62,2014 - 2011 Statistical Significance; RACE - One race - Asian - Vietnamese
HC08_VC62,2010 Estimate; RACE - One race - Asian - Vietnamese
HC09_VC62,2014 - 2010 Statistical Significance; RACE - One race - Asian - Vietnamese
HC01_VC63,2014 Estimate; RACE - One race - Asian - Other Asian
HC02_VC63,2013 Estimate; RACE - One race - Asian - Other Asian
HC03_VC63,2014 - 2013 Statistical Significance; RACE - One race - Asian - Other Asian
HC04_VC63,2012 Estimate; RACE - One race - Asian - Other Asian
HC05_VC63,2014 - 2012 Statistical Significance; RACE - One race - Asian - Other Asian
HC06_VC63,2011 Estimate; RACE - One race - Asian - Other Asian
HC07_VC63,2014 - 2011 Statistical Significance; RACE - One race - Asian - Other Asian
HC08_VC63,2010 Estimate; RACE - One race - Asian - Other Asian
HC09_VC63,2014 - 2010 Statistical Significance; RACE - One race - Asian - Other Asian
HC01_VC64,2014 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander
HC02_VC64,2013 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander
HC03_VC64,2014 - 2013 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander
HC04_VC64,2012 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander
HC05_VC64,2014 - 2012 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander
HC06_VC64,2011 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander
HC07_VC64,2014 - 2011 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander
HC08_VC64,2010 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander
HC09_VC64,2014 - 2010 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander
HC01_VC65,2014 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Native Hawaiian
HC02_VC65,2013 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Native Hawaiian
HC03_VC65,2014 - 2013 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Native Hawaiian
HC04_VC65,2012 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Native Hawaiian
HC05_VC65,2014 - 2012 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Native Hawaiian
HC06_VC65,2011 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Native Hawaiian
HC07_VC65,2014 - 2011 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Native Hawaiian
HC08_VC65,2010 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Native Hawaiian
HC09_VC65,2014 - 2010 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Native Hawaiian
HC01_VC66,2014 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Guamanian or Chamorro
HC02_VC66,2013 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Guamanian or Chamorro
HC03_VC66,2014 - 2013 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Guamanian or Chamorro
HC04_VC66,2012 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Guamanian or Chamorro
HC05_VC66,2014 - 2012 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Guamanian or Chamorro
HC06_VC66,2011 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Guamanian or Chamorro
HC07_VC66,2014 - 2011 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Guamanian or Chamorro
HC08_VC66,2010 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Guamanian or Chamorro
HC09_VC66,2014 - 2010 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Guamanian or Chamorro
HC01_VC67,2014 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Samoan
HC02_VC67,2013 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Samoan
HC03_VC67,2014 - 2013 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Samoan
HC04_VC67,2012 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Samoan
HC05_VC67,2014 - 2012 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Samoan
HC06_VC67,2011 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Samoan
HC07_VC67,2014 - 2011 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Samoan
HC08_VC67,2010 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Samoan
HC09_VC67,2014 - 2010 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Samoan
HC01_VC68,2014 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Other Pacific Islander
HC02_VC68,2013 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Other Pacific Islander
HC03_VC68,2014 - 2013 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Other Pacific Islander
HC04_VC68,2012 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Other Pacific Islander
HC05_VC68,2014 - 2012 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Other Pacific Islander
HC06_VC68,2011 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Other Pacific Islander
HC07_VC68,2014 - 2011 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Other Pacific Islander
HC08_VC68,2010 Estimate; RACE - One race - Native Hawaiian and Other Pacific Islander - Other Pacific Islander
HC09_VC68,2014 - 2010 Statistical Significance; RACE - One race - Native Hawaiian and Other Pacific Islander - Other Pacific Islander
HC01_VC69,2014 Estimate; RACE - One race - Some other race
HC02_VC69,2013 Estimate; RACE - One race - Some other race
HC03_VC69,2014 - 2013 Statistical Significance; RACE - One race - Some other race
HC04_VC69,2012 Estimate; RACE - One race - Some other race
HC05_VC69,2014 - 2012 Statistical Significance; RACE - One race - Some other race
HC06_VC69,2011 Estimate; RACE - One race - Some other race
HC07_VC69,2014 - 2011 Statistical Significance; RACE - One race - Some other race
HC08_VC69,2010 Estimate; RACE - One race - Some other race
HC09_VC69,2014 - 2010 Statistical Significance; RACE - One race - Some other race
HC01_VC70,2014 Estimate; RACE - Two or more races
HC02_VC70,2013 Estimate; RACE - Two or more races
HC03_VC70,2014 - 2013 Statistical Significance; RACE - Two or more races
HC04_VC70,2012 Estimate; RACE - Two or more races
HC05_VC70,2014 - 2012 Statistical Significance; RACE - Two or more races
HC06_VC70,2011 Estimate; RACE - Two or more races
HC07_VC70,2014 - 2011 Statistical Significance; RACE - Two or more races
HC08_VC70,2010 Estimate; RACE - Two or more races
HC09_VC70,2014 - 2010 Statistical Significance; RACE - Two or more races
HC01_VC71,2014 Estimate; RACE - Two or more races - White and Black or African American
HC02_VC71,2013 Estimate; RACE - Two or more races - White and Black or African American
HC03_VC71,2014 - 2013 Statistical Significance; RACE - Two or more races - White and Black or African American
HC04_VC71,2012 Estimate; RACE - Two or more races - White and Black or African American
HC05_VC71,2014 - 2012 Statistical Significance; RACE - Two or more races - White and Black or African American
HC06_VC71,2011 Estimate; RACE - Two or more races - White and Black or African American
HC07_VC71,2014 - 2011 Statistical Significance; RACE - Two or more races - White and Black or African American
HC08_VC71,2010 Estimate; RACE - Two or more races - White and Black or African American
HC09_VC71,2014 - 2010 Statistical Significance; RACE - Two or more races - White and Black or African American
HC01_VC72,2014 Estimate; RACE - Two or more races - White and American Indian and Alaska Native
HC02_VC72,2013 Estimate; RACE - Two or more races - White and American Indian and Alaska Native
HC03_VC72,2014 - 2013 Statistical Significance; RACE - Two or more races - White and American Indian and Alaska Native
HC04_VC72,2012 Estimate; RACE - Two or more races - White and American Indian and Alaska Native
HC05_VC72,2014 - 2012 Statistical Significance; RACE - Two or more races - White and American Indian and Alaska Native
HC06_VC72,2011 Estimate; RACE - Two or more races - White and American Indian and Alaska Native
HC07_VC72,2014 - 2011 Statistical Significance; RACE - Two or more races - White and American Indian and Alaska Native
HC08_VC72,2010 Estimate; RACE - Two or more races - White and American Indian and Alaska Native
HC09_VC72,2014 - 2010 Statistical Significance; RACE - Two or more races - White and American Indian and Alaska Native
HC01_VC73,2014 Estimate; RACE - Two or more races - White and Asian
HC02_VC73,2013 Estimate; RACE - Two or more races - White and Asian
HC03_VC73,2014 - 2013 Statistical Significance; RACE - Two or more races - White and Asian
HC04_VC73,2012 Estimate; RACE - Two or more races - White and Asian
HC05_VC73,2014 - 2012 Statistical Significance; RACE - Two or more races - White and Asian
HC06_VC73,2011 Estimate; RACE - Two or more races - White and Asian
HC07_VC73,2014 - 2011 Statistical Significance; RACE - Two or more races - White and Asian
HC08_VC73,2010 Estimate; RACE - Two or more races - White and Asian
HC09_VC73,2014 - 2010 Statistical Significance; RACE - Two or more races - White and Asian
HC01_VC74,2014 Estimate; RACE - Two or more races - Black or African American and American Indian and Alaska Native
HC02_VC74,2013 Estimate; RACE - Two or more races - Black or African American and American Indian and Alaska Native
HC03_VC74,2014 - 2013 Statistical Significance; RACE - Two or more races - Black or African American and American Indian and Alaska Native
HC04_VC74,2012 Estimate; RACE - Two or more races - Black or African American and American Indian and Alaska Native
HC05_VC74,2014 - 2012 Statistical Significance; RACE - Two or more races - Black or African American and American Indian and Alaska Native
HC06_VC74,2011 Estimate; RACE - Two or more races - Black or African American and American Indian and Alaska Native
HC07_VC74,2014 - 2011 Statistical Significance; RACE - Two or more races - Black or African American and American Indian and Alaska Native
HC08_VC74,2010 Estimate; RACE - Two or more races - Black or African American and American Indian and Alaska Native
HC09_VC74,2014 - 2010 Statistical Significance; RACE - Two or more races - Black or African American and American Indian and Alaska Native
HC01_VC77,2014 Estimate; RACE - Race alone or in combination with one or more other races - Total population
HC02_VC77,2013 Estimate; RACE - Race alone or in combination with one or more other races - Total population
HC03_VC77,2014 - 2013 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population
HC04_VC77,2012 Estimate; RACE - Race alone or in combination with one or more other races - Total population
HC05_VC77,2014 - 2012 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population
HC06_VC77,2011 Estimate; RACE - Race alone or in combination with one or more other races - Total population
HC07_VC77,2014 - 2011 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population
HC08_VC77,2010 Estimate; RACE - Race alone or in combination with one or more other races - Total population
HC09_VC77,2014 - 2010 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population
HC01_VC78,2014 Estimate; RACE - Race alone or in combination with one or more other races - Total population - White
HC02_VC78,2013 Estimate; RACE - Race alone or in combination with one or more other races - Total population - White
HC03_VC78,2014 - 2013 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - White
HC04_VC78,2012 Estimate; RACE - Race alone or in combination with one or more other races - Total population - White
HC05_VC78,2014 - 2012 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - White
HC06_VC78,2011 Estimate; RACE - Race alone or in combination with one or more other races - Total population - White
HC07_VC78,2014 - 2011 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - White
HC08_VC78,2010 Estimate; RACE - Race alone or in combination with one or more other races - Total population - White
HC09_VC78,2014 - 2010 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - White
HC01_VC79,2014 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Black or African American
HC02_VC79,2013 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Black or African American
HC03_VC79,2014 - 2013 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Black or African American
HC04_VC79,2012 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Black or African American
HC05_VC79,2014 - 2012 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Black or African American
HC06_VC79,2011 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Black or African American
HC07_VC79,2014 - 2011 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Black or African American
HC08_VC79,2010 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Black or African American
HC09_VC79,2014 - 2010 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Black or African American
HC01_VC80,2014 Estimate; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native
HC02_VC80,2013 Estimate; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native
HC03_VC80,2014 - 2013 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native
HC04_VC80,2012 Estimate; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native
HC05_VC80,2014 - 2012 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native
HC06_VC80,2011 Estimate; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native
HC07_VC80,2014 - 2011 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native
HC08_VC80,2010 Estimate; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native
HC09_VC80,2014 - 2010 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - American Indian and Alaska Native
HC01_VC81,2014 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Asian
HC02_VC81,2013 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Asian
HC03_VC81,2014 - 2013 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Asian
HC04_VC81,2012 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Asian
HC05_VC81,2014 - 2012 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Asian
HC06_VC81,2011 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Asian
HC07_VC81,2014 - 2011 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Asian
HC08_VC81,2010 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Asian
HC09_VC81,2014 - 2010 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Asian
HC01_VC82,2014 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander
HC02_VC82,2013 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander
HC03_VC82,2014 - 2013 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander
HC04_VC82,2012 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander
HC05_VC82,2014 - 2012 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander
HC06_VC82,2011 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander
HC07_VC82,2014 - 2011 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander
HC08_VC82,2010 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander
HC09_VC82,2014 - 2010 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Native Hawaiian and Other Pacific Islander
HC01_VC83,2014 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Some other race
HC02_VC83,2013 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Some other race
HC03_VC83,2014 - 2013 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Some other race
HC04_VC83,2012 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Some other race
HC05_VC83,2014 - 2012 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Some other race
HC06_VC83,2011 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Some other race
HC07_VC83,2014 - 2011 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Some other race
HC08_VC83,2010 Estimate; RACE - Race alone or in combination with one or more other races - Total population - Some other race
HC09_VC83,2014 - 2010 Statistical Significance; RACE - Race alone or in combination with one or more other races - Total population - Some other race
HC01_VC87,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population
HC02_VC87,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population
HC03_VC87,2014 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population
HC04_VC87,2012 Estimate; HISPANIC OR LATINO AND RACE - Total population
HC05_VC87,2014 - 2012 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population
HC06_VC87,2011 Estimate; HISPANIC OR LATINO AND RACE - Total population
HC07_VC87,2014 - 2011 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population
HC08_VC87,2010 Estimate; HISPANIC OR LATINO AND RACE - Total population
HC09_VC87,2014 - 2010 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population
HC01_VC88,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race)
HC02_VC88,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race)
HC03_VC88,2014 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race)
HC04_VC88,2012 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race)
HC05_VC88,2014 - 2012 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race)
HC06_VC88,2011 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race)
HC07_VC88,2014 - 2011 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race)
HC08_VC88,2010 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race)
HC09_VC88,2014 - 2010 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race)
HC01_VC89,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican
HC02_VC89,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican
HC03_VC89,2014 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican
HC04_VC89,2012 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican
HC05_VC89,2014 - 2012 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican
HC06_VC89,2011 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican
HC07_VC89,2014 - 2011 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican
HC08_VC89,2010 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican
HC09_VC89,2014 - 2010 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Mexican
HC01_VC90,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican
HC02_VC90,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican
HC03_VC90,2014 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican
HC04_VC90,2012 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican
HC05_VC90,2014 - 2012 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican
HC06_VC90,2011 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican
HC07_VC90,2014 - 2011 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican
HC08_VC90,2010 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican
HC09_VC90,2014 - 2010 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Puerto Rican
HC01_VC91,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban
HC02_VC91,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban
HC03_VC91,2014 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban
HC04_VC91,2012 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban
HC05_VC91,2014 - 2012 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban
HC06_VC91,2011 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban
HC07_VC91,2014 - 2011 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban
HC08_VC91,2010 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban
HC09_VC91,2014 - 2010 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Cuban
HC01_VC92,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino
HC02_VC92,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino
HC03_VC92,2014 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino
HC04_VC92,2012 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino
HC05_VC92,2014 - 2012 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino
HC06_VC92,2011 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino
HC07_VC92,2014 - 2011 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino
HC08_VC92,2010 Estimate; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino
HC09_VC92,2014 - 2010 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race) - Other Hispanic or Latino
HC01_VC93,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC02_VC93,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC03_VC93,2014 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC04_VC93,2012 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC05_VC93,2014 - 2012 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC06_VC93,2011 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC07_VC93,2014 - 2011 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC08_VC93,2010 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC09_VC93,2014 - 2010 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino
HC01_VC94,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC02_VC94,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC03_VC94,2014 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC04_VC94,2012 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC05_VC94,2014 - 2012 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC06_VC94,2011 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC07_VC94,2014 - 2011 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC08_VC94,2010 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC09_VC94,2014 - 2010 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone
HC01_VC95,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC02_VC95,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC03_VC95,2014 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC04_VC95,2012 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC05_VC95,2014 - 2012 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC06_VC95,2011 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC07_VC95,2014 - 2011 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC08_VC95,2010 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC09_VC95,2014 - 2010 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone
HC01_VC96,2014 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC02_VC96,2013 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC03_VC96,2014 - 2013 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC04_VC96,2012 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC05_VC96,2014 - 2012 Statistical Significance; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
HC06_VC96,2011 Estimate; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone
